timestamp,open,high,low,close,volume
2020-01-01 00:00:00,3250.0,3258.21,3247.69,3255.42,3109
2020-01-01 01:00:00,3255.42,3257.83,3253.83,3255.54,2506
2020-01-01 02:00:00,3255.54,3256.65,3248.98,3253.35,2755
2020-01-01 03:00:00,3253.35,3260.13,3246.4,3247.26,3199
2020-01-01 04:00:00,3247.26,3256.22,3247.25,3250.84,2900
2020-01-01 05:00:00,3250.84,3254.33,3242.7,3246.98,2946
2020-01-01 06:00:00,3246.98,3254.91,3246.82,3251.29,2983
2020-01-01 07:00:00,3251.29,3260.22,3241.92,3254.3,2835
2020-01-01 08:00:00,3254.3,3255.74,3244.92,3248.02,3220
2020-01-01 09:00:00,3248.02,3258.6,3247.46,3249.47,2658
2020-01-01 10:00:00,3249.47,3256.07,3237.27,3239.78,3609
2020-01-01 11:00:00,3239.78,3241.97,3224.34,3236.08,2928
2020-01-01 12:00:00,3236.08,3249.17,3225.13,3230.45,3146
2020-01-01 13:00:00,3230.45,3247.03,3222.02,3246.94,4366
2020-01-01 14:00:00,3246.94,3256.09,3246.46,3255.46,3461
2020-01-01 15:00:00,3255.46,3271.62,3255.2,3265.02,3580
2020-01-01 16:00:00,3265.02,3278.83,3263.49,3276.19,3762
2020-01-01 17:00:00,3276.19,3278.05,3276.06,3276.5,2528
2020-01-01 18:00:00,3276.5,3278.65,3255.37,3260.59,4315
2020-01-01 19:00:00,3260.59,3272.0,3244.21,3248.2,3915
2020-01-01 20:00:00,3248.2,3250.72,3237.75,3240.69,3361
2020-01-01 22:00:00,3240.69,3268.58,3237.94,3255.01,4120
2020-01-01 23:00:00,3255.01,3257.44,3245.71,3256.08,2615
2020-01-02 00:00:00,3256.08,3259.73,3248.88,3250.62,3127
2020-01-02 01:00:00,3250.62,3264.22,3234.84,3236.17,4150
2020-01-02 02:00:00,3236.17,3243.96,3232.18,3242.49,3212
2020-01-02 03:00:00,3242.49,3243.08,3237.54,3238.4,2972
2020-01-02 04:00:00,3238.4,3241.16,3232.78,3235.93,2788
2020-01-02 05:00:00,3235.93,3242.63,3232.71,3236.68,2579
2020-01-02 06:00:00,3236.68,3240.58,3230.75,3233.95,2817
2020-01-02 07:00:00,3233.95,3239.43,3231.52,3233.9,2513
2020-01-02 08:00:00,3233.9,3253.07,3221.1,3224.12,3618
2020-01-02 09:00:00,3224.12,3230.75,3192.22,3215.12,3530
2020-01-02 10:00:00,3215.12,3222.91,3212.2,3218.03,2824
2020-01-02 11:00:00,3218.03,3220.67,3202.55,3209.34,3495
2020-01-02 12:00:00,3209.34,3225.01,3204.43,3217.54,3425
2020-01-02 13:00:00,3217.54,3217.94,3199.16,3210.6,3296
2020-01-02 14:00:00,3210.6,3219.52,3199.0,3199.82,3732
2020-01-02 15:00:00,3199.82,3217.6,3190.17,3193.21,3258
2020-01-02 16:00:00,3193.21,3195.08,3190.41,3190.74,2788
2020-01-02 17:00:00,3190.74,3196.24,3188.1,3193.74,2833
2020-01-02 18:00:00,3193.74,3197.63,3185.95,3189.76,2959
2020-01-02 19:00:00,3189.76,3192.24,3189.11,3189.19,2572
2020-01-02 20:00:00,3189.19,3189.75,3188.67,3188.68,2565
2020-01-02 22:00:00,3188.68,3191.12,3182.32,3187.67,2622
2020-01-02 23:00:00,3187.67,3188.48,3180.89,3181.52,3206
2020-01-03 00:00:00,3181.52,3205.08,3167.9,3191.39,3614
2020-01-03 01:00:00,3191.39,3195.01,3189.88,3192.67,2639
2020-01-03 02:00:00,3192.67,3197.57,3185.91,3189.52,2865
2020-01-03 03:00:00,3189.52,3199.76,3181.75,3186.97,2796
2020-01-03 04:00:00,3186.97,3191.29,3182.28,3185.46,2679
2020-01-03 05:00:00,3185.46,3195.34,3183.22,3189.01,2896
2020-01-03 06:00:00,3189.01,3196.04,3180.36,3181.59,3350
2020-01-03 07:00:00,3181.59,3181.6,3166.94,3176.29,3109
2020-01-03 08:00:00,3176.29,3180.55,3144.71,3159.88,4372
2020-01-03 09:00:00,3159.88,3160.26,3156.4,3158.68,2643
2020-01-03 10:00:00,3158.68,3161.48,3134.36,3153.08,3143
2020-01-03 11:00:00,3153.08,3156.4,3140.87,3144.38,3496
2020-01-03 12:00:00,3144.38,3160.93,3141.61,3150.06,3139
2020-01-03 13:00:00,3150.06,3156.59,3140.26,3156.02,3170
2020-01-03 14:00:00,3156.02,3156.34,3136.86,3146.86,3548
2020-01-03 15:00:00,3146.86,3160.13,3139.93,3156.44,3582
2020-01-03 16:00:00,3156.44,3235.98,3112.51,3198.73,7300
2020-01-03 17:00:00,3198.73,3203.99,3190.2,3199.82,2617
2020-01-03 18:00:00,3199.82,3202.92,3193.42,3198.05,2709
2020-01-03 19:00:00,3198.05,3199.02,3192.27,3196.47,2686
2020-01-03 20:00:00,3196.47,3201.51,3180.16,3185.84,3715
2020-01-03 21:00:00,3185.84,3189.88,3175.05,3179.39,3240
2020-01-03 22:00:00,3179.39,3181.16,3176.47,3179.1,2540
2020-01-05 22:00:00,3179.1,3180.3,3173.39,3177.47,2692
2020-01-05 23:00:00,3177.47,3185.21,3172.07,3181.85,2992
2020-01-06 00:00:00,3181.85,3183.02,3170.02,3172.78,3538
2020-01-06 01:00:00,3172.78,3177.2,3172.28,3172.6,2527
2020-01-06 02:00:00,3172.6,3179.95,3163.32,3165.33,3333
2020-01-06 03:00:00,3165.33,3166.97,3136.38,3149.84,4268
2020-01-06 04:00:00,3149.84,3151.75,3135.88,3145.66,2982
2020-01-06 05:00:00,3145.66,3148.17,3144.81,3145.31,2547
2020-01-06 06:00:00,3145.31,3154.67,3138.88,3149.59,2979
2020-01-06 07:00:00,3149.59,3161.76,3144.22,3157.73,3419
2020-01-06 08:00:00,3157.73,3169.16,3135.85,3145.5,3896
2020-01-06 09:00:00,3145.5,3148.47,3144.19,3148.38,2820
2020-01-06 10:00:00,3148.38,3150.72,3136.62,3139.12,3560
2020-01-06 11:00:00,3139.12,3151.67,3136.27,3142.76,2908
2020-01-06 12:00:00,3142.76,3164.97,3131.9,3155.04,3889
2020-01-06 13:00:00,3155.04,3159.41,3148.15,3149.53,3133
2020-01-06 14:00:00,3149.53,3158.66,3147.97,3149.16,2549
2020-01-06 15:00:00,3149.16,3154.47,3132.17,3145.25,2951
2020-01-06 16:00:00,3145.25,3146.96,3141.13,3146.8,2669
2020-01-06 17:00:00,3146.8,3148.73,3140.0,3148.41,2677
2020-01-06 18:00:00,3148.41,3151.95,3138.93,3144.4,2963
2020-01-06 19:00:00,3144.4,3147.85,3141.17,3146.85,2771
2020-01-06 20:00:00,3146.85,3151.82,3139.29,3140.06,3278
2020-01-06 22:00:00,3140.06,3147.59,3133.38,3143.0,2827
2020-01-06 23:00:00,3143.0,3146.72,3136.62,3146.69,2912
2020-01-07 00:00:00,3146.69,3153.83,3144.92,3146.22,2560
2020-01-07 01:00:00,3146.22,3151.2,3143.75,3144.63,2687
2020-01-07 02:00:00,3144.63,3149.45,3142.4,3148.88,2976
2020-01-07 03:00:00,3148.88,3151.16,3144.28,3151.1,2745
2020-01-07 04:00:00,3151.1,3162.66,3126.69,3134.26,4421
2020-01-07 05:00:00,3134.26,3148.61,3127.59,3143.98,3599
2020-01-07 06:00:00,3143.98,3147.3,3140.58,3145.24,2635
2020-01-07 07:00:00,3145.24,3163.14,3140.44,3150.72,3117
2020-01-07 08:00:00,3150.72,3152.01,3146.74,3147.63,2859
2020-01-07 09:00:00,3147.63,3185.41,3131.4,3158.65,3745
2020-01-07 10:00:00,3158.65,3159.66,3150.11,3157.98,2583
2020-01-07 11:00:00,3157.98,3160.92,3135.49,3148.68,3564
2020-01-07 12:00:00,3148.68,3155.14,3108.13,3132.92,4297
2020-01-07 13:00:00,3132.92,3158.49,3125.26,3138.29,3103
2020-01-07 14:00:00,3138.29,3152.65,3130.78,3151.56,4001
2020-01-07 15:00:00,3151.56,3179.7,3150.28,3165.2,4043
